"","id","chall_neg","chall_pos","crit_neg","crit_pos"
"64","D156",3.25368683542626,3.61368466730935,3.64249436826578,3.22644257688121
"65","D157",2.75628657746442,3.76470342967811,3.1901928363418,3.07356489132518
"66","D158",5.76701775739831,5.56825517414002,5.08751077076603,5.00815254790863
"67","D159",3.20080433365619,3.25707419181679,3.22567299795135,3.28813479310602
"68","D16",4.28810830228952,4.27305781601091,4.27176127128424,3.87327776962458
"69","D160",4.73038285844424,5.14248656648906,5.12425017067745,4.93830722503377
"70","D161",3.23252730462146,3.57972004638483,3.7140673596397,3.79005946777066
"71","D162",5.08674658031725,4.80424544119998,4.43218012559408,4.47642353311755
"72","D163",4.8085054721941,4.02792953973382,4.83132156029881,4.83233106644912
"73","D164",4.71398353360142,4.72606830825227,4.89706800586657,5.38495432088773
"74","D165",4.94155808719049,4.07234504209581,4.18305867253724,3.9101878535084
"75","D166",3.93763340197661,4.09088840362624,4.57427287592852,3.92487228609422
"76","D167",4.56075155277672,3.93419779803074,3.86414928233234,4.00578433214728
"77","D17",3.40280168805876,3.58734317114149,3.79557765205224,3.3926551889889
"78","D18",5.47277495469266,5.50016561647696,5.64715462241584,5.01815033416814
"79","D19",4.9077543879551,4.46888733087751,5.05473540801704,4.75643385171856
"80","D2",4.76784597763819,3.99121048894047,4.41843535432623,4.32667220358829
"81","D20",3.8437234187741,4.07729114760469,3.86695712593703,3.70890134744946
"82","D21",4.6715117816375,5.16863159338433,4.81517655868964,4.74577034272831
"83","D22",3.7818826012644,3.49718088231907,3.51502284814494,3.40832303839625
"84","D23",4.19896009018016,3.69821997994742,4.09901989267491,3.89218456984704
"85","D24",4.16293797187761,3.67530702911485,3.76892352557998,3.67231090829409
"86","D25",3.80181300236887,4.50246905158523,3.82377258383294,3.70562866249732
"87","D26",3.97710637038919,4.19621119047302,3.50955845021379,3.63751506581991
"88","D27",4.27187949148902,4.33370546379266,4.33588260284551,4.2054658035503
"89","D28",4.23958567252966,3.55745122794403,3.43161899671691,3.15300952957002
"90","D29",3.09312563582011,3.44673425805679,2.85379268898094,3.6594485206403
"91","D3",3.96548791824185,3.61856312475884,3.75970596901253,3.69398529321751
"92","D30",3.66469027591258,3.75037619582149,3.67412394145078,3.27127176868789
"93","D31",3.81005680161666,3.78018993216965,3.48898603768199,3.15250514903837
"94","D32",3.76887473425291,4.15449547685572,3.722871374128,4.30309179572592
"95","D33",4.28607320118252,4.7823431174814,4.27019144048265,4.02545697704834
"96","D34",4.94182996917969,5.12191787623856,4.76170172888297,4.84047254242966
"97","D35",4.57208204520984,4.38847078925891,4.03962892716286,4.22750761774246
"98","D36",4.6265410867754,4.47240606426818,4.74763984722926,4.31727365492848
"99","D37",3.34040202800072,3.76403621924352,3.83087948260099,3.33575902288128
"100","D38",4.98030628420573,5.58064713432606,4.9213215417714,5.00581264880489
"101","D39",5.36491941900873,4.95922567027042,5.31556506692554,5.18133488133837
"102","D4",5.19974009349734,5.18968505196703,4.81673546256193,4.8117117621013
"103","D40",3.74702674820562,4.25906226875645,3.89178025308855,3.43980543587512
"104","D41",5.11244438058105,4.75405179520197,4.949286200104,5.50770758898527
"105","D42",4.73320057645918,5.17325807221903,4.59304477277108,4.82849471726633
"106","D43",5.67104936353973,5.20611887456515,4.70559371508203,4.9435362619954
"107","D44",5.60938678823949,5.84069567031012,6.23507243430633,6.58091546394186
"108","D45",5.96391723206592,5.587630968185,5.59119660042342,5.69850983551632
"109","D46",4.4062536442741,4.82051441019344,4.59905979628144,4.49444416119843
"110","D47",4.06953802862003,3.89176345018619,3.31005034182803,3.2936951081275
"111","D48",4.90938464127494,4.91016909687674,4.4767312283613,4.80493583059062
"112","D49",4.09444191994107,4.39897369014801,4.28873102491604,3.95705348639058
"113","D5",5.44761595974104,5.11553699709513,5.61999282584732,5.81603342429722
"114","D50",4.24269820605753,4.50644591975641,4.57311066592487,4.63817617256641
"115","D51",3.20361255897024,4.13619738749238,4.29634345331785,4.21872327311673
"116","D52",4.34743573028802,4.61073230228587,4.41067565338769,4.30023410393546
"117","D53",3.61031189169905,4.21124701191494,3.42682477554778,3.46561338859272
"118","D54",4.87510255150114,4.87088652038613,4.90075131558714,4.47708027026511
"119","D55",4.00622666861002,4.06010091955141,3.24657166223137,3.79708832892468
"120","D56",5.77246327895972,5.71193587114472,5.65824449997705,5.47024209878073
"121","D57",5.31697717347896,5.05200524071435,5.60721396806716,4.9970921402718
"122","D58",4.8856150480098,4.25055897794931,4.09201016970838,3.82306582533423
"123","D59",4.24159307633349,3.82844062271721,4.0273444732289,4.11303621485141
"124","D6",4.63328736614633,4.22714947537501,4.61456143165121,4.00116798888437
"125","D60",4.66887613510791,4.35857828181556,4.90922913592241,3.84219522374549
"126","D61",5.56303018264683,6.14812436721186,6.16367236958558,5.80036463863401
"127","D62",3.13699652279162,2.92772751919084,3.31484554780533,3.38094046258246
"128","D63",4.66262576508951,5.11110700781979,4.9966778573252,4.6674685202927
"129","D64",5.82868522170616,5.00100551794288,5.73632756409414,5.43210405999553
"130","D65",4.23275323327961,5.06843921797951,4.03064027537352,3.95625833540324
"131","D66",4.18279933671758,3.92927432668054,4.24263665956062,3.8503188484053
"132","D67",5.92468463897537,5.71748010182257,5.77281087049372,5.55466412108574
"133","D68",3.91364736309321,4.26875226690328,4.07119423066871,3.98489433592263
"134","D69",4.36767878563992,4.21526637924307,4.30622809878861,4.22208949278525
"135","D7",5.33236391542618,4.80913444492459,4.94416767968854,5.13724133326879
"136","D70",3.4933878275473,3.79080821699844,3.73920725469898,3.83957521317837
"137","D71",5.44318172924028,5.04521414171755,5.26250699441518,4.91109970267532
"138","D72",3.87496541049419,3.3747227263848,3.39841907000824,3.56710978202661
"139","D73",6.2495804852517,6.21602139087706,5.56058939653965,6.1301406175456
"140","D74",4.84735100137129,4.66360639374117,4.50914377751771,4.38005593946921
"141","D75",4.81412289006074,4.63798088181344,4.51040242504009,4.66903233264184
"142","D76",3.46906000214547,3.91331578439087,3.62370220303309,4.00382233734692
"143","D77",4.88509503380901,4.12576172190632,4.15262045794845,4.4735564132139
"144","D78",4.90336486904869,4.73047239878203,4.84954242055892,4.52337898621433
"145","D79",4.38369738864936,4.8479039559738,3.94856769538834,4.12555676930999
"146","D8",4.0557366211359,4.42026923975063,4.35625831380742,4.26316762557377
"147","D80",4.38270284852141,4.95754548391036,4.71629507847396,4.4223790722475
"148","D81",4.96508876851798,4.87624879974975,4.29712951817456,4.59520561898532
"149","D82",5.09423001130732,5.11579549387442,4.79426381042679,4.65980109226984
"150","D83",4.06320809122276,4.14565726397113,4.26874145032645,4.13794312608294
"151","D84",5.15331068019164,4.92378145010931,5.18541924386871,4.35942626658341
"152","D85",4.22723638058783,4.51028062995936,4.4842275279162,4.41003579164028
"153","D86",5.23901103151882,5.26975436562729,5.52814417045224,5.57429687807541
"154","D87",4.14314797901603,4.28314943055198,3.73236746433324,3.8279081809274
"155","D88",4.67130070852732,4.77696687405905,4.58313461765294,4.64127552520712
"156","D89",3.71899527659189,4.07268448596362,4.00882521186582,4.19999420397935
"157","D9",4.54392129584935,3.98882366601691,4.01361379751983,3.89854898794689
"158","D90",4.64265739739254,4.72928756503635,4.5432764165232,5.11189115482428
"159","D91",3.16016511790535,3.55614273900493,3.426843923952,3.38023416507744
"160","D92",4.0807264821408,4.05010332912015,3.86107411622836,4.03655378242522
"161","D93",4.48848018288777,4.05108942299914,3.80245813202482,3.7883354245514
"162","D94",5.14282185102029,4.8225135049568,4.68730522118146,4.45416412033577
"163","D95",5.52465910484846,5.59573271873784,5.90031723064409,6.06749443072745
"164","D96",5.06577103126891,4.85860382509302,4.52835751867905,4.660750398017
"165","D97",4.56424422924011,4.57941738078511,4.28197353409541,4.34671016788898
"166","D98",3.07034353858458,3.44521783228317,3.60704244974933,3.74998475659234
"167","D99",3.72126031536314,3.8172583358942,3.26561044223731,3.52534871636054
