id,chall_neg,chall_pos,crit_neg,crit_pos,challange_d,crit_d,gender_1,age_1,iqms_avg,crms_avg,chms_avg,fms_avg,fsc_avg,crsc_avg,challengescenario_1
fb74f245-9351-4e25-8b38-8b4c2e4aa8d9,3.1238209067206992,2.8027386405535117,3.735432904260335,3.1909365462544645,0.3210822661671875,0.5444963580058704,1,20,6,4.5,4.75,3.25,3.5,3,2
2c612db5-f9ce-4955-a6a1-efbc7f9c418d,5.563030182646833,6.148124367211856,6.163672369585584,5.800364638634014,-0.5850941845650226,0.3633077309515702,1,22,5,4.5,4.25,3.5,3.5,4,1
587fac3e-a819-4cbf-8b62-1acff0f6a4bb,4.198960090180156,3.6982199799474174,4.0990198926749075,3.892184569847045,0.5007401102327389,0.20683532282786254,1,24,3,4.5,5.5,4.75,4,3.5,2
ae903b2f-2fdd-47fd-b7e6-e1e355a35f55,3.432523066355663,3.8011965475881984,3.943855899913223,3.88956800493466,-0.3686734812325354,0.054287894978563234,1,24,3,3.75,4.5,3.75,3.5,3.5,2
b69adfb5-d35c-42e3-9004-7d8bc940811f,4.662625765089507,5.111107007819786,4.996677857325199,4.667468520292698,-0.44848124273027956,0.3292093370325011,2,23,5,3.75,4,4,3.5,4,2
3275f862-ce56-4438-b1a7-b82b11190cff,4.220058971170594,4.651430443844255,4.489391533666361,4.15374278901354,-0.4313714726736615,0.33564874465282113,1,24,4.5,3.75,3.75,3.75,3,2,1
e4dc87cf-4023-43be-88fe-acd81b31cc37,4.270494659538253,3.9856100076774554,4.271967936667151,4.370986446052788,0.28488465186079726,-0.09901850938563683,1,22,6,2.75,4.75,3.5,2.5,4,2
b1b0aaa4-1ef2-4330-adfe-eac5ffc954d8,4.227236380587834,4.5102806299593645,4.484227527916197,4.41003579164028,-0.28304424937153083,0.07419173627591658,1,21,5,3.75,4.25,4,2,2,1
df4448c8-9132-48bf-8584-c816ed7a12c4,4.56075155277672,3.934197798030739,3.8641492823323387,4.005784332147275,0.6265537547459812,-0.14163504981493658,1,23,6,3.25,5,2.75,1.5,3,2
46354f5c-6a57-4013-b8c3-05cfd4081d96,4.347435730288019,4.610732302285869,4.4106756533876865,4.3002341039354635,-0.2632965719978495,0.11044154945222306,1,21,4.5,4.25,5.5,4.75,3.5,4,2
d3e81836-7705-4ba5-9d3d-4336f9d0f44d,4.055736621135896,4.420269239750632,4.356258313807423,4.263167625573769,-0.36453261861473596,0.09309068823365418,1,20,5.5,4.75,4.75,4,4,4,2
90287aa3-f708-40e5-8a34-95a7b45e5385,4.572082045209843,4.388470789258912,4.039628927162864,4.227507617742458,0.18361125595093064,-0.18787869057959394,1,21,3,4,5,3.75,3.5,3,1
08f7c274-e1c0-4ac1-9750-990ab8df5e10,5.065771031268912,4.858603825093025,4.528357518679049,4.660750398016999,0.20716720617588713,-0.1323928793379503,1,21,4.5,4,4,3.5,4,4,2
bec998cf-92d5-4e3d-9f0e-22ced308ec43,5.316977173478963,5.052005240714349,5.607213968067162,4.9970921402718025,0.26497193276461406,0.6101218277953597,1,23,5,5,5.5,3.25,3.5,4,1
fc5ca8e2-0902-4fc2-82e4-e3e3964a3c7f,3.1478537346360045,4.095836049558676,3.264196882856371,4.229696670273477,-0.9479823149226712,-0.9654997874171061,2,21,2.5,2.25,4.25,2,2,2,1
dd510bbe-fac7-4959-887d-5baaad787ebd,4.671511781637498,5.168631593384325,4.815176558689644,4.74577034272831,-0.4971198117468276,0.069406215961334,2,21,5,3.25,4.25,3.5,4.5,3,1
a09b098f-61f5-451f-b746-ef00ee0b5f9e,4.626541086775397,4.472406064268178,4.747639847229264,4.317273654928479,0.15413502250721933,0.4303661923007853,2,20,6,3,3.75,2.75,2,3.5,2
cf966421-6ee0-4243-b4c3-3fc18fb100c1,5.443181729240283,5.045214141717553,5.262506994415184,4.9110997026753225,0.3979675875227304,0.3514072917398616,1,20,5.5,4.5,4.75,4.25,3.5,4,2
db6599f8-4195-45b2-9d40-ed188daa01e6,4.367678785639918,4.21526637924307,4.306228098788614,4.222089492785255,0.1524124063968486,0.08413860600335887,1,21,5,3,3.25,2.5,3,3,1
03c1f7c6-ceb6-47b5-8902-e42f35514c6c,3.340426317861071,3.4906461748768867,3.5770413253250135,3.3368168134284755,-0.15021985701581553,0.24022451189653804,2,22,3,2.25,4.75,1.75,3.5,1.5,2
cf4196e4-4a8d-4ea5-abc6-3c85a8cb2f79,3.610311891699053,4.2112470119149394,3.426824775547776,3.4656133885927227,-0.6009351202158864,-0.03878861304494663,1,18,3,4,4,3.5,4,4.5,2
47d8e089-7295-48a4-89b5-bcd96d5b99ea,4.406253644274101,4.820514410193442,4.599059796281439,4.494444161198433,-0.4142607659193409,0.10461563508300564,1,21,4,4.75,5,3,3,3.5,1
f9110919-0ef9-4bd1-b2a2-033effd61718,4.767883189573507,4.32131807650408,4.13951990795754,4.055906508801461,0.44656511306942726,0.08361339915607946,1,24,5,5.25,5.25,4.25,4.5,4.5,1
de1b448a-bcc6-49ce-b7e7-e45103e0c913,4.730382858444241,5.1424865664890635,5.124250170677448,4.93830722503377,-0.4121037080448229,0.18594294564367786,1,20,4,4,5.25,4.25,4.5,3.5,1
89c0b135-1474-4691-97bd-317919ddaa50,3.7818826012644005,3.497180882319074,3.5150228481449446,3.4083230383962477,0.2847017189453265,0.10669980974869686,1,21,6,2.75,4.5,3.25,4,4,1
e5428923-2b1f-4281-946d-693fced8712d,5.924684638975372,5.717480101822569,5.772810870493724,5.554664121085741,0.20720453715280307,0.21814674940798273,1,20,4,4.5,4.25,3.5,4,3,1
13f4ddff-f354-4160-8b72-8d259bfbaacb,5.075868682396079,4.921844912079576,4.772628355641083,4.5121479222063625,0.1540237703165026,0.2604804334347204,1,22,4,2.75,4,2,4,4,1
08e2fdcf-7276-4204-86ba-2ccbb1c7b666,4.633287366146332,4.227149475375008,4.6145614316512065,4.001167988884372,0.40613789077132445,0.6133934427668342,1,24,6,3.75,4.75,3.25,3,1.5,1
32304b11-3b94-4da0-89aa-f9df0909d151,3.691886787580902,3.7647529741778936,3.738986229356916,3.673082610394582,-0.07286618659699151,0.06590361896233388,1,23,4,3.5,4,4,4,3,1
b0c136a1-3eb5-47d0-a5c0-bc0d8e1fd5b7,5.364919419008733,4.959225670270416,5.315565066925537,5.1813348813383655,0.405693748738317,0.13423018558717192,1,24,6,5.25,4.75,4.5,4.5,4.5,1
e736640e-245d-4745-8c13-3bd1aca1f5f4,4.7196077133219285,5.398292548678211,5.023513408569885,4.8018372752612715,-0.6786848353562824,0.22167613330861347,1,23,5,3.25,4.5,3.5,3,3.5,1
3250ec40-a364-4425-a5d4-2610f2f5e8d5,4.242698206057527,4.506445919756407,4.573110665924874,4.638176172566407,-0.26374771369887995,-0.06506550664153288,1,19,4,4.75,3.75,4,3.5,3.5,1
a44d2ad2-ca77-4a44-abff-f2f2d918f764,4.726661963653339,4.609937317867391,4.467706242289881,4.039040564621803,0.11672464578594877,0.4286656776680786,2,21,3,4.75,3.75,3.5,3.5,4.5,1
1aa39a67-8c13-4dbe-8e74-2d1506f929dd,3.97537852824416,4.169308997301475,4.6462566571002775,3.5720956768222907,-0.19393046905731515,1.0741609802779868,1,22,2,4.75,5.25,4.75,4.5,4.5,2
be5c772e-30de-43b0-8b9a-81d18db78768,3.093125635820111,3.4467342580567872,2.8537926889809384,3.6594485206402996,-0.35360862223667633,-0.8056558316593612,1,37,4.5,3.25,5.5,3.25,4,3.5,2
870b2940-6da5-46da-b84c-2589e4a9d2ea,3.2536868354262567,3.6136846673093523,3.64249436826578,3.226442576881205,-0.35999783188309564,0.41605179138457515,1,23,3.5,3.5,4.5,2.25,2,3.5,1
7ae82e66-64ac-4c7b-a103-f653c77d88cd,3.916443793561397,3.5309516267464667,4.003559909827143,3.70683257152745,0.3854921668149305,0.29672733829969244,1,22,6,5,5.25,4.75,2.5,3.5,2
b8ba5e03-2d58-490b-9aee-7694e531e717,5.671049363539728,5.206118874565149,4.705593715082031,4.943536261995404,0.4649304889745789,-0.2379425469133727,2,22,3,5,4.25,4.25,3.5,3,1
aa2bb2ae-b242-4eb3-9f9f-39f97c742be1,4.912704600469412,4.795849280560045,4.35731211936811,4.5412385545233445,0.1168553199093667,-0.1839264351552341,2,20,5,4,3.75,3.75,3,3.5,1
ebfc00bc-ca04-40fd-9b20-4433f36eb71b,6.249580485251699,6.216021390877059,5.560589396539646,6.130140617545597,0.03355909437464,-0.569551221005951,1,20,5,4.5,4.5,3.5,3.5,3.5,1
3eddab8f-515c-41dd-bccf-879a3fbc6d8c,3.937633401976614,4.09088840362624,4.5742728759285205,3.924872286094223,-0.15325500164962547,0.6494005898342974,2,20,4,4.25,4.25,4.25,4.5,4.5,1
190553e7-3639-4332-a9f4-48c83f70a8de,3.823638437775203,4.279624568067812,4.4792261896513645,3.7807576659331987,-0.45598613029260937,0.6984685237181658,1,20,6,4.25,5.25,3.5,2.5,4.5,1
1ff2d13c-6bcf-4960-b09d-a608cc29a255,4.716542186434352,4.642552700781924,4.6448849965214976,4.505173871976035,0.07398948565242769,0.13971112454546297,1,19,6,6,5,5,5,5,1
76453f8d-ac86-48a1-a982-0029708ca257,3.0703435385845794,3.4452178322831677,3.6070424497493287,3.74998475659234,-0.37487429369858827,-0.14294230684301112,2,19,5,4.75,5.5,4.75,4.5,5,2
dbc57ef1-af2b-4732-86f2-c513721a4939,4.504722961513674,4.918909876671258,4.488031008591777,4.230811659981002,-0.41418691515758344,0.257219348610775,2,21,5,3.5,4,3.75,3,2.5,1
aeb2339e-bf5b-41a1-8922-5e9a58f4fd94,4.903364869048693,4.730472398782034,4.84954242055892,4.523378986214334,0.17289247026665944,0.3261634343445854,1,20,4,3,4,2.75,2,2,1
46b17661-b597-4094-8f17-33b57e5ae31f,4.529163132124284,4.486650878476116,5.019387796727624,4.428118410204705,0.042512253648167686,0.591269386522919,2,20,6,3.75,5,4,3.5,5,1
ef498cd2-9cc9-4f17-9f7c-e2c33d42d78c,3.4116670697620757,3.1520824660520335,2.904069714846487,3.3450833570109926,0.2595846037100422,-0.44101364216450545,1,24,3,4,4,3.75,4.5,4,1
7a172754-a2f3-49cc-9625-89fb5eed67f2,4.417083943519386,4.577761669244555,4.441496305162713,4.914716691375482,-0.16067772572516859,-0.47322038621276885,1,25,5,1.75,4,2.25,2,2,1
e501e4dc-9e5f-4d29-bef2-252e48024384,4.1499410349767105,5.035095960379639,4.327650109592825,5.004879629125694,-0.8851549254029285,-0.6772295195328688,2,24,6,6,6,5.75,4.5,5,2
a26a3da4-035a-4da3-8927-cc7402524a81,4.6688761351079116,4.358578281815557,4.909229135922408,3.842195223745487,0.3102978532923544,1.0670339121769215,1,30,5,4,4.25,3.5,2.5,3.5,1
4f69cea0-7da5-41a1-ad89-4dab76128177,4.941558087190488,4.072345042095809,4.1830586725372445,3.910187853508399,0.8692130450946793,0.27287081902884536,1,27,6,4.75,5,4.25,4.5,4.5,2
12aa8a23-8c33-4746-ba30-f8250e1c133f,4.875102551501141,4.870886520386134,4.9007513155871365,4.477080270265114,0.004216031115007013,0.42367104532202227,1,20,5,5,5.25,4.5,3.5,4,1
0f05dfb5-8a3d-4e77-b97e-5c78a52f2053,5.1533106801916375,4.9237814501093125,5.185419243868713,4.359426266583407,0.22952923008232506,0.8259929772853063,1,23,5,4.75,5,3.75,4,4,2
321d270e-2035-4193-8322-f041d956a8b7,4.96508876851798,4.876248799749746,4.297129518174558,4.595205618985317,0.08883996876823375,-0.29807610081075886,1,24,6,4.25,3.75,4.25,2,4.5,1
7b33c2da-528e-4e91-9cb7-27757e5a9ac9,3.255658429081782,3.3128926174067383,3.2809532825288406,3.433600696733657,-0.0572341883249563,-0.15264741420481664,2,21,3.5,2.75,4.75,3.75,3.5,3.5,1
6690473a-7ce3-45f5-b1b6-6ade80785968,3.664690275912577,3.75037619582149,3.6741239414507807,3.2712717686878943,-0.08568591990891283,0.40285217276288643,1,22,3,3.5,4,3.25,3.5,2,1
bc421a54-0eb3-4c26-8052-f318ff733821,3.7170262252920496,NA,3.19224639155222,3.3602299513571996,NA,-0.1679835598049797,1,21,4,3.5,4.75,3.5,2.5,3.5,1
8c78de03-a4d0-466b-9656-183942000737,3.783705006974195,3.821459280294944,3.1900724914316863,3.489363697417126,-0.03775427332074921,-0.29929120598543957,2,21,4,2.5,4.75,2.25,4,4,1
07264673-b11e-4a5f-a6c5-4840793ca160,6.218964459256733,5.630952856277944,5.640393409536778,5.809185444365481,0.5880116029787885,-0.16879203482870242,1,21,4,4,5.75,4.5,3,3,2
e0e23d0e-48e1-4e48-ad25-9e6f7325e287,3.469060002145467,3.9133157843908704,3.6237022030330936,4.003822337346915,-0.4442557822454032,-0.38012013431382163,1,19,5.5,4.25,3.75,2.75,3,2.5,1
af9d273f-d2ae-4641-8e8c-0543b2c84729,5.414221789286629,5.604394167945792,5.602132780307914,5.350912989016633,-0.19017237865916226,0.25121979129128125,1,21,4.5,3.75,4.75,3.75,3.5,3.5,1
5609ac18-333f-4159-89c8-ab0b0d93bed4,6.22409985159651,6.715801370165363,6.150384118932382,6.2559762365128,-0.4917015185688536,-0.10559211758041798,1,26,4,4.75,4.75,3.75,4,4,1
a95ef303-b83d-4757-ba9a-6155744af070,4.713983533601418,4.726068308252273,4.897068005866566,5.384954320887727,-0.012084774650855223,-0.48788631502116075,1,25,3,3.75,3.75,3.25,5,3.5,1
cbe11ef0-d9a9-4f46-8add-e0dfd0227182,3.913647363093209,4.268752266903284,4.071194230668708,3.984894335922629,-0.35510490381007465,0.08629989474607935,1,21,4.5,1.75,4.25,1.75,1.5,2.5,1
fb4c52e7-7217-41fe-be4f-953b0a1397d3,4.92938525348682,5.175149125068943,4.767995484767927,5.052758506456541,-0.2457638715821231,-0.28476302168861345,1,23,3.5,4,4.5,3.25,2,3,1
688d26d8-c524-49ba-8a9c-7014f0e2c0f4,3.2881237054156425,4.32888747301689,3.73951679206429,3.456618380397631,-1.0407637676012471,0.2828984116666593,1,19,4,4.5,5.25,3.5,2.5,3,1
8ad4dfe1-5a3c-455f-a97c-8e619492a01f,4.452846385535548,4.863181969715631,4.443129317591116,3.9085139066847803,-0.41033558418008376,0.5346154109063357,1,19,6,4.75,5.75,4.5,3.5,4,1
d73978d7-c872-4a9b-a8ac-11ac47a23a40,4.885615048009805,4.250558977949311,4.092010169708379,3.823065825334225,0.6350560700604939,0.26894434437415393,1,22,4,4.75,4.5,3.75,3.5,5,1
0d43f63c-935b-4fef-a167-ba2a6f8d31eb,5.1428218510202885,4.822513504956795,4.687305221181459,4.454164120335766,0.32030834606349323,0.2331411008456934,1,22,6,3,4.75,2.5,2,3.5,1
7c75421c-ac9a-4c13-a22a-849095766570,4.295058159774876,4.4250358705841615,4.554181098781693,4.440429359028795,-0.12997771080928544,0.11375173975289776,2,22,3,3.25,3,3.25,2,3.5,1
ce1ebeb2-b648-46c4-8e48-9ad5c44f35d5,5.472774954692662,5.500165616476961,5.647154622415845,5.018150334168136,-0.027390661784298942,0.6290042882477085,1,23,5,3,4.75,3.25,2.5,2,2
