id,chall_neg,chall_pos,crit_neg,crit_pos,challange_d,crit_d,gender_1,age_1,iqms_avg,crms_avg,chms_avg,fms_avg,fsc_avg,crsc_avg,challengescenario_1
375c73b7-bfbd-41c5-b8db-ed82e9389ab5,4.407841228963893,4.008602919802844,4.289069272836163,4.128497913781049,0.3992383091610483,0.16057135905511366,1,18,5.5,4.5,4.5,3.25,4.5,2,1
3bbf78e5-97b9-4809-8177-1f10056f0d76,4.194170365553536,4.497032119608741,4.285320220114359,4.488953969541383,-0.302861754055205,-0.2036337494270235,2,19,4,3.75,3.25,2.75,3.5,3,2
3ca41974-5ad5-4dde-8396-15dd827519bf,4.129255927806269,4.031641479161306,4.0010490853912994,3.88458779063083,0.09761444864496305,0.11646129476046951,1,20,3,1,5,1.5,1.5,1.5,2
466758d0-47e2-4edf-8f7f-e2e45700829d,4.548882368849801,4.267268610402625,4.229089917935463,4.3940372014416464,0.2816137584471763,-0.1649472835061836,1,18,6,4,4,3.75,4,3,2
4e42ce45-42e9-416d-bcde-3108859a7e7e,4.01763646433498,4.604235099587657,3.9433672993007716,4.39525986076693,-0.5865986352526775,-0.4518925614661584,1,23,5,4.5,5,4.75,4,4,2
545baab4-cd1c-4d94-9c6c-ff676c109f0f,5.478574069893719,5.454659632526623,4.666089765696037,5.316705117484817,0.023914437367096752,-0.6506153517887805,1,21,5,3.5,5.75,3.75,3,2.5,2
5ee395b6-6d93-48b2-8385-f3c0d25459e8,4.85055963071482,5.4538815033750545,5.410003136918938,5.007792913692657,-0.6033218726602341,0.4022102232262812,1,24,3.5,3,4.5,1.75,2,3,2
616513e1-7e0a-4f7c-b1fa-074408e16389,4.48310406960594,4.879093133970832,3.9979905828108504,4.417544224618498,-0.39598906436489223,-0.419553641807648,1,20,4,4.75,5,3.75,3,3.5,2
679d95a5-6cf6-4dbc-93bb-b3387df9236d,4.394346315525722,4.3578732079494875,3.926628545598956,4.325510561703273,0.03647310757623412,-0.39888201610431695,1,36,3,3,4,3,3,3.5,1
6e33608e-aea5-4ee9-81a5-65c0d977c3c4,4.197500239423438,4.1704492286392165,4.074904277201723,4.185355421809622,0.027051010784221674,-0.11045114460789929,1,19,4,4.25,4.25,3.5,3,4,2
6e90368c-3687-4158-bf13-f42552e4ae30,4.413934573423656,4.695042070457933,4.816034700262253,4.524351523236287,-0.2811074970342764,0.29168317702596536,2,19,4,5,6,3.75,4.5,5,2
78748940-01da-4544-aad6-15bf4fa6b4a6,4.230044309796964,4.195506800833011,4.180419407292467,4.086728895944889,0.03453750896395302,0.09369051134757811,2,22,4,4.25,4.75,4.25,4,3,2
7973a8f2-6fb4-4eeb-8db0-27ed8bba6f9b,6.354887741192601,6.223981099235418,6.46797941219622,6.135704987618227,0.13090664195718293,0.33227442457799317,1,19,4,4,4.5,3.5,3.5,3.5,2
7cd5cc9d-70d9-4784-a65d-ec92bfdf9246,4.93111578851293,4.622236697265234,4.390505332084619,4.225057689043363,0.30887909124769575,0.16544764304125525,1,20,5.5,4,4.5,4,3.5,3,2
820a5231-89ef-4d10-b0ad-73be0d1f10a6,4.507962929190417,4.587341716259639,3.983819436205743,3.9198384058894216,-0.07937878706922152,0.06398103031632152,1,19,6,5,5.5,4.5,4,3.5,2
82ddd565-aaf9-47c4-8ac6-91a6301acaed,NA,3.2855430768720164,2.7798132817140604,2.50750059239164,NA,0.27231268932242036,2,19,6,3.5,4,4,3,2.5,2
843097e9-3bfc-431e-aa32-8d79e2ff4dde,6.270711324115024,5.33554183255932,5.469516441371963,5.23699277917036,0.9351694915557038,0.23252366220160248,2,20,5,4.5,3.75,3,3.5,3.5,2
89331fec-7d40-4951-8cfc-bfcbe438b92c,4.365038279333973,4.176817396869374,3.3056136333727886,4.122622641463996,0.18822088246459945,-0.8170090080912078,2,19,6,3.25,3.75,3,2.5,2.5,1
8b0b0ca2-9f1c-4480-8365-403746845714,4.362948338076807,4.0134177508148445,4.19765685975881,4.33210002317025,0.3495305872619623,-0.13444316341144003,1,37,3.5,1.75,1.5,2.25,1,1,1
8d66b04b-0d6d-4f95-a7e7-2752614c2e81,5.329671617195579,4.994760562570693,5.439262138378471,5.62592930788502,0.3349110546248868,-0.18666716950654916,1,21,5,4.5,5.75,5.5,4.5,3.5,2
8e3715bb-2d6f-435d-81c5-8b6fccdff6cf,6.524670210985394,6.259835371092111,6.0464810398597715,6.139666455802597,0.2648348398932834,-0.09318541594282514,1,20 ̩v,3.5,4.5,4.5,3.5,3,4,2
8fa04c94-20d7-498a-9dcb-616dc83825bd,4.943414133876043,4.66939650242767,5.217631857305879,5.123234440211764,0.2740176314483733,0.09439741709411464,1,20,4,5.5,4,3.75,4.5,4,1
9091c1d9-344f-4ded-87e8-ede9bd5a959c,5.607875356186632,5.470962497053578,5.461166489631041,5.110214655945616,0.13691285913305418,0.35095183368542493,1,19,3,3.75,4.5,4,4,3.5,2
929e9395-c62a-4431-82d7-973f0ddad91e,6.0970963813630465,5.531908535599694,6.326538857252746,5.739228258821095,0.5651878457633526,0.5873105984316513,2,22,6,6,5.5,5.75,5,4.5,2
96938384-b752-454e-b2de-b28ed62cf93e,4.756376024756215,4.381107355270906,4.138520515179488,4.417590448040795,0.3752686694853091,-0.2790699328613071,2,22,5,4.25,4,4.25,3.5,3.5,2
9ec52d7d-76f5-4ba1-bf21-4ddd273ca95f,5.316478571836355,5.067782611707431,4.692145379281386,4.714257079831717,0.24869596012892448,-0.022111700550331292,2,20,5,5.25,5,2.5,3.5,4.5,2
9f34c682-94be-41de-9717-76c0606e355f,4.691388123472498,4.536000541771001,4.995614183149542,4.742382903992756,0.1553875817014969,0.2532312791567861,1,19,6,2.75,3.5,2.75,5,5,1
a156ad33-7cb4-4f8b-ae9e-662d8161daca,4.7464612147264775,4.806464826477868,4.625308988182552,4.5478163414685495,-0.060003611751390906,0.07749264671400269,1,19,6,5.75,5.75,4.75,4,3.5,2
a3bbd059-a0a3-4b50-946c-1296cc1d82a1,5.613228071615873,5.7412784112609705,5.888318322256447,6.115805015458773,-0.12805033964509782,-0.22748669320232562,1,20,6,5.25,5.5,3.75,4,4,2
a796c768-1bdf-4cb3-a47e-0985f50c2463,6.27997889610793,6.781680852998179,6.644747254438223,6.725351334323558,-0.5017019568902494,-0.08060407988533491,1,19,6,5,5.25,4.5,5,4.5,1
ae11fc59-6101-445d-acbb-90b671fe90c4,4.439351739583005,3.7007185307854242,4.141392648837224,3.6609893033609637,0.7386332087975807,0.48040334547625996,2,21,1,6,6,5,2.5,4.5,2
ae568eb0-890a-4a3c-8a2d-53ba2c85ebd4,4.315815558456345,4.389846059481453,3.6775042914906795,3.529485059423503,-0.07403050102510811,0.14801923206717627,1,20,4,4.25,4.75,4,3.5,3,2
b183f44f-f3c5-4bf7-9961-050c3776e613,4.6250433922078376,4.3788375353022815,4.974343263377332,4.924397621667811,0.24620585690555608,0.049945641709520316,1,20,6,3,4,2.5,3.5,2,1
b51432b6-3e72-4a78-a18a-956c8714a26d,4.805120284067286,4.5257125593190075,4.699963915010118,4.394201549597738,0.27940772474827824,0.30576236541238,1,19,6,5.25,4.75,3.75,3.5,4,2
b7dd06f3-538c-4dd0-9260-e546bb31159a,6.6065194423143785,6.596523742668848,6.13459921453024,6.401548901429883,0.00999569964553082,-0.2669496868996424,1,20,4,3.5,3.5,3.5,3,4,1
b7e0849d-1d22-4c22-89c3-24b5edbb0dbd,4.64512479850049,4.9850331685221505,4.481592810852082,4.7078359018258915,-0.33990837002166074,-0.22624309097380912,2,19,5,4,4.5,3.75,4,3.5,2
ba2aed74-6dca-4eed-9b10-128e098e1b50,4.203486589371995,4.046478107693214,4.056158677328843,4.354105098336557,0.15700848167878068,-0.2979464210077145,1,21,6,3,3.75,2.5,2.5,2,2
bc43b6e8-6092-4d66-b9ca-ab918f606b44,4.916243635842222,4.907638936536596,5.151767676010428,4.502930882909375,0.008604699305625907,0.6488367931010526,1,21,3.5,4.5,4.25,3.5,2,2.5,2
c43fc71c-89b2-4f3a-acfc-45c91bd6faac,4.160797823317636,4.103420712851806,3.7680861233394483,4.026345436089379,0.05737711046583005,-0.25825931274993064,1,23,4.5,4,3,3.75,3,3,2
c6d9b62c-f521-4423-b146-1d5ab04555c6,5.486401369244593,5.689929681802777,5.804827296097303,5.687576009938049,-0.20352831255818415,0.11725128615925406,1,19,6,3.5,4.75,2.75,2.5,2.5,1
c6daa881-a26c-412a-b85f-ec0eafb35bc6,4.922642613559908,5.171549180493533,4.866668720248398,4.717647762496951,-0.24890656693362434,0.1490209577514463,1,20,5,4.5,5.25,4,2.5,3.5,2
caeb637b-caa7-462d-a139-839f50f5d9f3,3.949489714874524,4.09277309529997,4.030128762513035,4.136443964220241,-0.14328338042544608,-0.10631520170720599,1,19,4,3,4.25,2.75,3,4,1
cb10e809-ec8d-4e1b-933f-78e8cf74b75d,4.709228912005814,4.029761026547972,3.928551158202574,3.9031433219382206,0.679467885457842,0.02540783626435328,1,20,3,5.5,6,4.25,3.5,3,1
ce55ab4e-094d-4bbd-8b55-49cd52d6a1a8,5.043232142760462,4.797753794417938,5.066116672175386,4.873886625090029,0.24547834834252402,0.1922300470853564,1,18,5,4,5,3.25,3.5,4,2
d0a4a656-873a-4ab0-853a-18e687b2708d,6.192266526386477,6.122361356483178,5.457413930816225,5.770149495512273,0.06990516990329887,-0.31273556469604813,1,20,6,5,5.5,4.5,5,4,2
d0cada9e-d1b7-4305-a278-e6e2bd365f43,5.564905874032353,4.918730617387955,4.966528898329949,4.921515855563147,0.6461752566443977,0.045013042766802513,1,20,4.5,4.5,5,4.25,3,4,2
d0d8f844-32d5-484b-b5e0-d717c171e127,5.078895147498397,5.372688632968426,4.897162977898612,4.32220687623796,-0.2937934854700295,0.5749561016606517,1,20,5,4.5,4.75,4.5,3.5,4,2
d1a11694-50ef-4845-9172-5f9297c74cc9,4.503610670891136,4.626841602276068,4.339629074813025,4.219877364629237,-0.12323093138493224,0.11975171018378727,1,27,5,6,6,3.75,3,4,2
d40f3d5e-864d-4f74-99f5-4f0723c735ae,4.5783099000516305,4.626574222098448,4.3850053138863245,4.4547888237805715,-0.0482643220468173,-0.06978350989424698,1,21,6,2.5,3.5,2.5,2.5,2,1
d4537a8f-7f6b-4072-a79d-6ff838e38b6d,6.1302417341422375,5.576695501362845,6.360618118283873,6.456916731952757,0.5535462327793921,-0.0962986136688837,3,19,5.5,4,5.25,3.75,4,4,1
d5b99018-1963-43aa-afd5-ad538d309653,5.786326479052517,5.542667450753493,5.321039670627256,5.378196432278083,0.24365902829902364,-0.05715676165082684,2,23,2,5,4.5,5,4.5,4.5,1
d8212eaa-cd09-4e53-9c9c-c19f4d27ed45,3.8584627550071864,4.299374581998382,3.8278816150257042,3.388207823838619,-0.4409118269911958,0.43967379118708516,1,19,4,4.75,4.75,4.5,3,3.5,1
da276d55-401f-4167-b0c7-ffc3ac307f2e,6.683289944839722,6.515848893966859,6.895327423751334,6.071302103957146,0.16744105087286343,0.8240253197941874,2,20,5,4.75,4.25,4,4,3.5,2
de6cd825-0b92-4c4a-9802-2b0efdd6949a,5.2934626429950615,4.399770889272779,4.538895066696846,4.941905587834605,0.8936917537222824,-0.4030105211377588,1,20,4,3.5,5.25,4,2,2.5,2
ecb9d680-a5ef-45bb-a5d2-dd3e7d5f2c1c,4.8773522086563075,4.105882263826723,4.155958376416671,4.157784164726402,0.7714699448295841,-0.0018257883097305694,1,20,3,4,4.75,3,3.5,3,2
efab976f-aeca-4a2c-bf9f-ea00cdafa7a3,4.592217440570046,5.161969856169438,4.365612014077978,4.326101475336222,-0.5697524155993916,0.03951053874175603,1,21,5,4.75,5,4.75,3.5,4,2
f0e693dd-dbca-468b-a06b-302f5869e6df,3.858266361864545,4.31196504116249,3.9695207711385128,3.9160883036747984,-0.45369867929794516,0.05343246746371433,1,18,6,4.75,5,3.5,4,4,2
f7fe0776-8f93-4f13-af8f-7905b677dbd3,5.314409639568505,4.788166546446467,4.4558647671978155,4.556388659666452,0.5262430931220381,-0.10052389246863669,1,19,3.5,3.5,3,3,2,4,1
fb54c600-8ead-447b-93b3-c2c6d068ca75,3.965355297788086,3.887437847493892,3.5576076245183774,3.4448344311695345,0.07791745029419372,0.11277319334884295,1,19,4,2.75,2.75,2.25,2.5,2.5,1
fddf0bba-807c-4d3e-b86c-80d0822da6fb,5.6827869928038295,5.383838477232997,5.256293767545081,5.257561149484166,0.29894851557083246,-0.0012673819390851548,1,20,5,4.25,4.25,4,4,3.5,2
