"","id","chall_neg","chall_pos","crit_neg","crit_pos","challange_d","crit_d","gender.1","age.1","IQMS_M","CRMS_M","CHMS_M","FMS_M","FSC_M","CrSC_M","Challengescenario.1"
"11","a5e4b18e-d689-490d-9371-0a08230a3866",3.79262651681622,4.17425638314823,4.29104494626809,4.39989872217902,-0.381629866332011,-0.108853775910929,2,25,3,4.5,4.75,5,4,4.5,2
"12","aff1077e-1e9c-4dde-ae9d-e1570bdd66d5",3.92631534548627,3.93018818035686,4.44879174555861,3.88865868981793,-0.00387283487059209,0.560133055740672,1,24,6,4.5,6,4,4.5,4,2
"13","b01730d5-afee-46c8-b48e-6965edd792f8",3.75893875855715,3.68306358385854,3.80921371367291,3.86583492194277,0.0758751746986071,-0.0566212082698585,2,23,5.5,4.25,3.75,4.25,4,3,1
"14","b0b95863-f15b-4547-b8c3-2ff7c0d5a9c6",4.86885585709279,4.46721429795866,4.73581455802636,4.89241298361401,0.401641559134124,-0.156598425587645,1,40,5.5,5,5.75,4.75,2.5,2.5,2
"15","b7193ee4-c98a-4911-88eb-4ffe2558d188",4.89599275745561,4.91929799396265,4.66814560035415,4.9294026126467,-0.0233052365070359,-0.261257012292548,2,35,2.5,3.75,4.75,3.75,3,3.5,1
"16","be923f36-fdb8-45f5-a9ad-bef454558ac8",4.08461602594052,4.3604112460535,3.80699346819982,3.94329957906038,-0.275795220112984,-0.136306110860563,1,19,4.5,4.5,4.5,3.5,4,4,2
"17","c04e2962-debe-4075-85bc-dbe459935dc3",4.0333025451361,4.2094031154845,4.31414492034272,4.70531608349945,-0.176100570348403,-0.391171163156728,1,28,4.5,5.25,5.5,4.5,3.5,4,2
"18","c8107642-ad2f-4484-8cf9-8f6d9c6ebe3a",4.43053925627192,3.89660628064928,4.01180920379034,4.15961878722038,0.53393297562264,-0.14780958343004,2,24,5,2.5,5,3.25,4,4.5,2
"19","d05c196c-9c77-4cfa-979b-dafad07a323f",3.9098592777826,4.32005276964272,4.49876412416541,4.46689871275024,-0.410193491860118,0.0318654114151693,1,52,5,5,5,5,4.5,4,2
"20","d5827bf7-5999-4e80-beeb-a23ae3607a01",5.70740160152048,6.16460571780441,5.11887298545119,5.32192839107633,-0.457204116283929,-0.203055405625139,2,34,5.5,4,5,2.5,3,4,1
"21","d90855f2-2429-4f5b-8305-809d625d5c06",4.80049814267002,4.97439291026783,4.59710385163674,4.4735085119158,-0.173894767597813,0.123595339720938,2,23,6,5.25,6,4.5,1.5,4,1
"22","db574eae-04b4-4f6b-b13a-8d245b838736",6.04030457823344,5.23421944163471,5.28068670378412,5.02716891563662,0.806085136598732,0.253517788147495,2,27,5,4.5,5.25,4.75,4.5,4,2
"23","db5a4e85-014c-4c07-b6a7-40f1fee50f9c",5.36558207611383,5.26552973193995,4.8334118278397,4.72653615500388,0.100052344173878,0.10687567283582,2,20,5.5,5.75,5,4,5,5,2
"24","e43bb0fd-9dfa-4393-ae1d-6ac5e4938e9f",6.08246583432917,5.63572200168591,5.80464409212263,5.47922716207484,0.446743832643257,0.325416930047789,1,24,4.5,4.75,5.75,4.5,4,4,2
"25","eb1398bc-da83-4855-9257-0c92852492eb",4.09304653177062,4.6655551153015,4.48767235033644,4.1581876176211,-0.57250858353088,0.32948473271534,1,36,5,5,5.75,4.75,4.5,4.5,2
"26","ed28be50-8fbd-4df2-ba6a-84954103ee2c",6.1648782411807,5.26091717754387,5.67921891071115,5.74277895157473,0.903961063636832,-0.0635600408635817,2,21,5.5,4.5,5.5,6,4.5,5,1
"27","f454470a-1b02-4019-b09b-bac606718f40",3.59466970054035,3.96743202428132,3.84645857412403,4.34416267798984,-0.372762323740965,-0.497704103865814,1,27,6,4,4.25,4.25,3.5,2.5,1
"28","f6147e38-def1-4823-bc90-e036387d803f",3.83119982650197,3.54380272562306,3.89823521660024,3.91910952794729,0.287397100878919,-0.0208743113470535,1,24,5.5,3.75,4.75,2.75,4.5,4,2
"29","f639e985-b769-4566-8475-7593690d8629",5.20757473260526,5.32351634628196,5.26523583625021,5.16021829885,-0.115941613676693,0.10501753740021,2,22,5,4.5,5.25,4.25,3,3.5,2
"30","faac0eca-ad2a-4561-93ef-cccd3fe28a07",6.99661869117418,6.71774813446024,6.92214313824478,6.91125210432873,0.27887055671394,0.0108910339160522,2,29,3.5,4,5,3.75,3,4,1
